Date,Close,High,Low,Open,Volume,Ticker
2025-02-28,258.01202392578125,258.168014364657,251.42159895805173,254.19036230579465,10467100,JPM
2025-03-03,254.0831451416016,259.6401900961025,251.35338641961368,257.37837301094754,9058300,JPM
2025-03-04,243.9732208251953,250.7781589340054,239.7810705990394,248.8770570007472,13465600,JPM
2025-03-05,245.2211151123047,246.7029945878236,241.6139216086933,244.9481392715601,7861400,JPM
2025-03-06,240.35629272460932,243.1055688029891,237.7337756308404,241.8869212241476,9983200,JPM
2025-03-07,236.2031097412109,240.5317476362196,233.414843927151,239.07911459680213,20498700,JPM
2025-03-10,226.3954620361328,231.55277177640727,222.96374646708685,230.28539026110545,18887200,JPM
2025-03-11,223.3927001953125,227.4678649933782,221.00415417455685,225.9372366595305,18143000,JPM
2025-03-12,222.18380737304688,228.44279405563543,221.55986044493463,228.1308131535452,16054000,JPM
2025-03-13,219.54177856445312,223.74367260665568,218.6058507740928,223.54869198918365,16467900,JPM
2025-03-14,226.60992431640625,227.2923638870342,221.8718226173793,222.3982717501304,11962100,JPM
2025-03-17,228.06256103515625,229.7589237137813,224.67960925467645,225.38153653003468,9586000,JPM
2025-03-18,229.0764617919922,230.2463603051488,227.66283380209185,228.4427711028852,10344900,JPM
2025-03-19,233.1126251220703,236.2518620236568,228.99847029765743,229.82715648248669,10120600,JPM
2025-03-20,233.0151214599609,235.69614567962623,230.27560454658268,230.626575584927,8328500,JPM
2025-03-21,235.5694274902344,236.2226207273677,230.5680936788464,231.8452338048883,19326900,JPM
2025-03-24,241.83816528320312,242.4523684053444,238.2797204073333,239.3228749688017,9422700,JPM
2025-03-25,244.8311462402344,245.50384199682816,241.40917476122533,243.0567884546642,9287700,JPM
2025-03-26,244.73367309570312,248.2823741474766,243.5150255521536,246.26430155091427,12779300,JPM
2025-03-27,241.89663696289065,244.353434361877,240.9802117098364,243.271274842472,8022500,JPM
2025-03-28,236.7588348388672,243.25177720979863,235.0624722165861,240.7462457637879,11978400,JPM
2025-03-31,239.1473846435547,239.6933363348648,231.40653346417213,233.4051183081998,13603000,JPM
2025-04-01,237.54852294921875,239.52760529495905,234.8382521050207,236.5345999007592,8054700,JPM
2025-04-02,239.6543426513672,241.0484682086845,235.4036997048993,235.5401876257281,7758800,JPM
2025-04-03,222.9539794921875,229.24219704420537,221.59884419066404,228.3940232218039,17188500,JPM
2025-04-04,206.2684936523437,213.54694074239663,204.944241574114,211.2025352982525,27170700,JPM
2025-04-07,210.34912109375,217.81394538812447,198.30338839066803,201.84452086077627,22914400,JPM
2025-04-08,212.73275756835932,223.4934836381296,209.1818212424413,219.25590423367711,19485700,JPM
2025-04-09,229.86949157714844,232.9495891897229,206.9747524141952,208.4461369100307,24022400,JPM
2025-04-10,222.7774200439453,225.9556159083084,215.9011552975308,225.6122868759835,18896400,JPM
2025-04-11,231.69400024414065,234.02860167946685,220.7076660816172,221.99267276486097,20284500,JPM
2025-04-14,230.24224853515625,235.2057165370909,229.1730460537919,232.57685007270544,13017800,JPM
2025-04-15,228.6826019287109,234.09728654169723,228.3785181694093,231.5959446673397,10912900,JPM
2025-04-16,225.229736328125,229.1240019340848,223.58177786322105,227.5741417587421,9322300,JPM
2025-04-17,227.534912109375,229.8694987374544,226.15180704795932,226.39703780490407,9557900,JPM
2025-04-21,224.6215667724609,227.38776189376563,222.02211180001825,226.2302799196368,8716200,JPM
2025-04-22,231.0956420898437,231.4880202638608,226.9561459020701,227.5545095207112,10701400,JPM
2025-04-23,236.28472900390625,242.08197236154456,235.4215120035636,235.6373162536493,8398700,JPM
2025-04-24,239.97300720214844,240.78717510551016,233.04769307035292,235.16649038746075,9055200,JPM
2025-04-25,238.90380859375,240.9343114966176,237.13814413406232,239.9828149535552,8588600,JPM
2025-04-28,238.58009338378903,242.13102985600685,236.24549185288936,239.894526612238,7394300,JPM
2025-04-29,239.953369140625,240.5713553936845,237.07927205884616,237.5697335377324,7216800,JPM
2025-04-30,239.953369140625,240.54192890236703,233.88145363718232,236.6084332300704,12991700,JPM
2025-05-01,242.1800842285156,243.7103217475342,237.55012636868136,238.20734299709588,8689600,JPM
2025-05-02,247.69287109375,248.78169626532693,244.70106780011497,246.4667172954741,7165000,JPM
2025-05-05,247.74191284179688,250.29231865313628,245.80949331599908,246.388234299257,5450700,JPM
2025-05-06,244.4950561523437,247.83018834347143,244.2498254039462,245.2307483975364,6369900,JPM
2025-05-07,244.63238525390625,247.63400722536448,244.08307077124687,245.083616417632,8724100,JPM
2025-05-08,248.63455200195312,250.9985800051324,246.75118165326785,246.7708043040648,8320100,JPM
2025-05-09,248.2519989013672,250.63563464782604,247.52611048052464,249.64490778917525,5087600,JPM
2025-05-12,255.0890045166016,258.57129899597703,253.7647824650602,257.8846409478204,9603900,JPM
2025-05-13,257.9925842285156,258.6399970419656,255.42257059461764,256.05034578816554,8589000,JPM
2025-05-14,260.5723876953125,261.5533106486566,257.28628981453124,257.9827367294956,8643100,JPM
2025-05-15,262.3870849609375,264.3783574631619,259.7091843166256,261.8770157752101,9214600,JPM
2025-05-16,262.45574951171875,263.33857420454694,259.6601130382681,262.3968965278898,8932900,JPM
2025-05-19,259.8268737792969,263.2012510960716,256.933139124985,260.4840753869021,12145000,JPM
2025-05-20,259.8268737792969,261.57288742305286,257.29604828542745,257.5118525070791,8436300,JPM
2025-05-21,256.0601501464844,260.58219084007044,255.7560664091254,259.3070029050421,7464000,JPM
2025-05-22,255.6972045898437,257.2960838903932,253.9315252768876,254.49065855609336,6514100,JPM
2025-05-23,255.7364196777344,256.9919998846236,251.1162808609912,251.9108260735714,6671800,JPM
2025-05-27,260.22906494140625,260.23885381510826,256.99200115618,257.04106526626447,7506600,JPM
2025-05-28,258.4634094238281,261.63180170795323,257.88466840636806,261.160947858906,5535400,JPM
2025-05-29,259.3265991210937,260.34676738524155,257.5217044601511,259.74838881098617,5081200,JPM
2025-05-30,258.9636535644531,260.2682678900045,257.71789221988047,258.4241579270174,10977700,JPM
2025-06-02,259.611083984375,259.97402070361045,256.90372693326515,258.002355900268,6011200,JPM
2025-06-03,261.1903381347656,261.49442184863057,257.86502496413567,258.6988154428008,6998400,JPM
2025-06-04,259.1794738769531,262.0241445637471,259.1402285754032,260.84705493579474,5915700,JPM
2025-06-05,256.9527893066406,259.68954289634314,255.34406123341304,259.68954289634314,8173800,JPM
2025-06-06,260.66064453125,261.563076806133,259.2186867176483,259.2873285675225,7738100,JPM
2025-06-09,261.6513671875,262.7892413542747,258.32605409213727,260.9254938141093,8285000,JPM
2025-06-10,263.4759216308594,263.7701865542935,260.77838340293533,260.80780989527875,7538100,JPM
2025-06-11,263.03448486328125,264.4764428071077,260.71952105435884,263.5543728329388,7434100,JPM
2025-06-12,263.12274169921875,263.17180580407035,260.08190474325323,261.76906334571646,6618000,JPM
2025-06-13,259.89556884765625,261.92605676944186,257.69828090375347,260.0230636958611,8398700,JPM
2025-06-16,265.2023010253906,266.5461905448813,261.7592820005044,261.9064144485096,8566000,JPM
2025-06-17,264.3783874511719,265.42798236980167,262.69119849421304,263.0541651928721,6739300,JPM
2025-06-18,268.7336730957031,272.4219533800811,264.5745689012487,264.849226160592,9586400,JPM
2025-06-20,269.7538146972656,272.00992553694005,268.5865139770169,270.3129479704052,13969700,JPM
2025-06-23,272.96142578125,273.2360830171409,266.9189366562568,269.81267140989485,8094600,JPM
2025-06-24,275.8944396972656,277.3167602259335,274.1778242784133,274.8644524847159,9267900,JPM
2025-06-25,278.6409912109375,278.85679547317505,275.55108967897763,276.1298306696613,6826900,JPM
2025-06-26,283.2415466308594,283.88895947254906,279.04319693795463,279.2688200288972,8942100,JPM
2025-06-27,281.6327819824219,283.1924758613516,279.6022941678673,280.3575940845552,17868600,JPM
2025-06-30,284.3793640136719,287.0670832038085,283.40825991352006,284.8600066595423,12689200,JPM
2025-07-01,284.8698425292969,285.5761082631772,281.122709609671,285.3406963303482,9338300,JPM
2025-07-02,286.42950439453125,287.2338684064349,284.17339356010143,286.4687496948515,8158700,JPM
2025-07-03,291.75201416015625,292.1462676228288,287.03074848169234,287.95726066275904,6541600,JPM
2025-07-07,287.77984619140625,291.7914435365602,285.91695574871414,291.0127726573706,8825700,JPM
2025-07-08,278.72174072265625,285.54244302383853,276.28718720828704,285.1185912184717,15440900,JPM
2025-07-09,279.0962829589844,283.0783120359289,278.42604907780265,283.05857981144027,11273800,JPM
2025-07-10,284.0541076660156,284.1723806999454,278.93858839126966,278.93858839126966,8410900,JPM
2025-07-11,282.7431640625,283.2557206237078,279.5792402426265,281.4223984494675,7384700,JPM
2025-07-14,284.5567932128906,285.1481583723004,281.1661592607552,282.95018101073435,9079900,JPM
2025-07-15,282.4376220703125,287.7601490973643,281.3830008251136,283.8668247126896,12526100,JPM
2025-07-16,281.7181091308594,286.5576476938333,278.9484387838449,284.2610694558768,9979800,JPM
2025-07-17,285.73956298828125,286.13381646736286,279.3722805662569,279.3722805662569,8509500,JPM
2025-07-18,287.08990478515625,288.3022635940587,284.09355419862834,285.365019447414,12217000,JPM
2025-07-21,286.794189453125,289.95811320350606,286.4097720406625,286.8237577094983,7898100,JPM
2025-07-22,287.2475891113281,289.41602825063205,285.02987956960806,287.3165917383993,6717500,JPM
2025-07-23,292.5011291503906,292.72780910920665,288.3515263055785,288.6373728619252,7083500,JPM
2025-07-24,292.29412841796875,295.2905090775473,291.9491754148663,293.1516681080147,7001200,JPM
2025-07-25,294.3344116210937,294.6103920554469,291.71258245493334,292.4419829511327,5918500,JPM
2025-07-28,293.9992980957031,295.13278810430046,292.5602593912129,293.3882007039174,5840400,JPM
2025-07-29,292.7771301269531,296.9661375577531,291.94918873841937,295.69464217411235,7635700,JPM
2025-07-30,295.3299255371094,296.29584201458954,293.1122159565272,293.1516503269176,8061700,JPM
2025-07-31,291.9885559082031,296.6605511146664,291.2591855090535,294.8469611494763,14749700,JPM
2025-08-01,285.2171936035156,287.61231301174155,280.1608103552954,286.23241068269874,12007100,JPM
2025-08-04,290.0369873046875,290.0961238185278,286.0943926240756,286.0943926240756,6649500,JPM
2025-08-05,287.1884460449219,291.54502636918687,283.11771225513746,290.4608068242693,7182300,JPM
2025-08-06,287.16876220703125,289.08092314098127,285.99583781724914,288.1051104485434,6330200,JPM
2025-08-07,287.16876220703125,289.2484709612734,282.29965937267906,288.7359444448802,8057100,JPM
2025-08-08,284.61590576171875,287.0504590616496,280.6240107941869,284.8327496617793,6634100,JPM
2025-08-11,285.4044189453125,287.1391701841974,284.6356142061902,285.2467115527221,5510100,JPM
2025-08-12,288.6472473144531,290.5199739550687,286.1732592848133,287.31661546362176,8570900,JPM
2025-08-13,286.36053466796875,290.3228318770392,283.0389031406188,289.7314666813669,8420400,JPM
2025-08-14,289.9384460449219,289.9778804180479,285.4833244293079,286.4098066006694,6322400,JPM
2025-08-15,286.3210754394531,291.2591849519308,285.660707668408,290.6086532135509,7340500,JPM
2025-08-18,287.3461608886719,287.7108460905947,284.2709417940018,285.8381195988006,5386900,JPM
2025-08-19,286.4886779785156,288.2825659770611,285.37489004447787,286.6562214265169,6031500,JPM
2025-08-20,288.04595947265625,289.1203129200321,283.1472843493455,286.63648908496583,7374200,JPM
2025-08-21,287.2870483398437,288.5683797096441,285.31575079885044,287.7503044651617,6624000,JPM
2025-08-22,291.9885559082031,292.8953659306035,285.96625689985,288.9922055724686,8552800,JPM
2025-08-25,290.6678161621094,293.08266767966575,289.9187435512912,291.9885819039242,5856300,JPM
2025-08-26,294.2851257324219,294.4526691589569,289.2878798394283,289.9384115603751,6714700,JPM
2025-08-27,294.9849548339844,296.74927450763425,292.77711127340297,292.9840890873044,6056500,JPM
2025-08-28,296.749267578125,296.91681101607145,294.41328492266325,295.71431837356056,6410500,JPM
2025-08-29,297.09423828125,298.60227955806266,295.4284896061262,297.70533564994906,6796400,JPM
2025-09-02,295.3989562988281,296.1480289299188,290.2735705259471,295.95091721841663,7221900,JPM
2025-09-03,295.2116394042969,296.2564245761911,292.1265542897072,296.2564245761911,6316900,JPM
2025-09-04,299.4598083496094,300.0610396446901,293.99930589051,295.694622931837,6605800,JPM
2025-09-05,290.1552734375,300.7706992658433,290.08627080836624,299.2922261938372,9837700,JPM
2025-09-08,288.70635986328125,292.20540066234315,287.2574550934962,290.6579550877705,8188500,JPM
2025-09-09,293.5754699707031,294.7089599546063,288.11496777534006,288.4008143193263,7848200,JPM
2025-09-10,296.22686767578125,297.2125163723058,291.1606189374317,292.44198029068025,7787300,JPM
2025-09-11,301.1748352050781,301.3424087307021,296.4733014094209,296.91682530734334,7942500,JPM
2025-09-12,302.5054626464844,303.13626220753474,299.3415385689925,300.622869917122,6846700,JPM
2025-09-15,304.46685791015625,305.50180702662493,302.76170501933825,302.76170501933825,7122000,JPM
2025-09-16,304.7527160644531,306.4381668754987,302.7222822014224,305.5510890844016,10525600,JPM
2025-09-17,307.2759704589844,308.41932651675705,304.3387266167954,305.9355027165261,8657800,JPM
2025-09-18,308.7347412109375,308.94171900765593,305.16666778780973,307.3154047313621,8050700,JPM
2025-09-19,310.26251220703125,311.2678631029987,304.68373667454165,309.0994539015685,23568600,JPM
2025-09-22,307.95611572265625,309.1980428451836,305.11744234523064,305.3539884334779,7520200,JPM
2025-09-23,308.25177001953125,311.77054315707727,306.12276518201463,307.34499004479613,8584400,JPM
2025-09-24,308.92205810546875,312.036681822986,307.1971727167786,309.54299157852137,7310500,JPM
2025-09-25,308.9515991210937,311.12000822788536,307.3252546914858,309.61196690994507,7083200,JPM
2025-09-26,311.52410888671875,313.2489940185383,309.1979925185918,310.3807528469309,7258100,JPM
2025-09-29,311.1594543457031,313.4461666504931,309.158588598915,312.50978831201064,6462400,JPM
2025-09-30,310.9031677246094,312.8547630138109,305.65950932869447,311.7114068920212,11823300,JPM
2025-10-01,306.2509155273437,310.0752375005356,302.99828667529783,309.46414008660315,9235200,JPM
2025-10-02,303.13623046875,306.1030425326149,301.7464923414213,305.5510816946321,7600000,JPM
2025-10-03,305.5806884765625,307.1873007923745,303.78680048715194,304.0825131673876,6029900,JPM
2025-10-06,306.22442626953125,308.7698659390142,302.2131538143922,307.21486689804453,7214500,JPM
2025-10-07,304.74871826171875,307.0465480670538,301.78731007714714,306.39285354178503,8454200,JPM
2025-10-08,301.1236572265625,305.8282501205831,300.64823485280857,305.2636917190969,6489900,JPM
2025-10-09,301.1236572265625,305.09536030036105,300.4898171115272,302.13392206728275,7060300,JPM
2025-10-10,298.0137023925781,307.50211054267186,297.9344502139145,302.7380934229591,8597400,JPM
2025-10-13,305.0260314941406,306.5017785031187,302.5301317467548,302.6786918104351,10788700,JPM
2025-10-14,299.1923217773437,304.0653034578676,291.39755808509767,302.91638858642943,16178800,JPM
2025-10-15,302.767822265625,309.13634876005415,302.520212088773,303.4611428511513,11354800,JPM
2025-10-16,295.6861572265625,305.72920960204,294.2302082762473,302.43105556912377,10549400,JPM
2025-10-17,294.7155456542969,296.68651306450823,291.3876792596173,296.30025689141456,10153500,JPM
2025-10-20,299.4696350097656,300.78693806489423,295.3098022126917,295.6465484229892,6894900,JPM
2025-10-21,294.25,301.1434582480101,294.16086397135297,298.7763208850087,7372700,JPM
2025-10-22,291.29852294921875,295.21077611588424,287.76267234049385,294.92353982678844,8054100,JPM
2025-10-23,291.72442626953125,293.53691953831486,289.7138327608809,291.5659521228084,5438800,JPM
2025-10-24,297.5679931640625,299.70734860853685,292.6257039619419,293.2496561856281,7228300,JPM
2025-10-27,301.2425231933594,301.6188954834183,298.13255521259686,299.2715559358776,5642200,JPM
2025-10-28,302.44097900390625,305.0260451309229,300.26202744552563,301.9457586189306,6336000,JPM
2025-10-29,302.5895690917969,305.3033671273222,300.1134671686232,300.6086875532579,7520300,JPM
2025-10-30,306.4819641113281,309.62164411662417,302.1834552198523,302.8668617019339,7514600,JPM
2025-10-31,308.1459045410156,309.8791757592273,304.3129038831637,305.5905808443981,7721300,JPM
2025-11-03,306.3928527832031,309.3344630267029,303.28285431242927,308.0270739794024,7770000,JPM
2025-11-04,306.2937927246094,309.23540287266394,302.1834697809128,303.7780648320401,7085200,JPM
2025-11-05,308.7005615234375,310.107000668758,302.70840715746203,306.6503419445097,6865200,JPM
2025-11-06,310.4239501953125,311.83035912038315,307.2941538281452,308.01715622418413,7206100,JPM
2025-11-07,311.20635986328125,311.4242580235003,304.6991875199946,308.90856044061366,7302300,JPM
2025-11-10,313.8607788085937,316.5052386427636,311.2063746689554,311.9888313123107,5794100,JPM
2025-11-11,312.6029052734375,316.0001097981944,312.2661590448994,314.4649387231156,5030200,JPM
2025-11-12,317.3471069335937,319.16951418656384,313.1872439213492,313.2367840916445,10578300,JPM
2025-11-13,306.5216064453125,317.565014483568,306.1452341336872,316.1784035137792,8973300,JPM
2025-11-14,300.70770263671875,304.69920788981074,298.3504790333013,304.57044575573,10327000,JPM
2025-11-17,297.4986572265625,302.66875869849656,294.8244855709175,301.0939616708072,8344000,JPM
2025-11-18,296.5478515625,300.05402007948175,294.1806837974681,296.6369875977812,8077300,JPM
2025-11-19,300.3709411621094,301.5396841634701,296.409178349521,296.8746866890342,5546600,JPM
2025-11-20,295.5277099609375,306.95740445253,295.3098117912242,303.411609711364,7501600,JPM
2025-11-21,295.1711120605469,298.7961284719156,290.01092472978763,298.4098723352964,11766800,JPM
2025-11-24,295.1513366699219,296.9539460474125,291.69470820468445,295.3890327721484,10940200,JPM
2025-11-25,300.103515625,301.5891765934406,292.7346348034667,297.18170363006027,8877200,JPM
2025-11-26,304.6991882324219,305.5806647286523,300.30162915288383,302.0844103036798,7910900,JPM
2025-11-28,310.0871887207031,310.7210853336642,305.2934589321381,306.1452537275728,4322400,JPM
2025-12-01,305.96697998046875,311.038031953238,305.5906076467962,309.958455126882,7727300,JPM
2025-12-02,304.9368896484375,307.5120415313108,304.1544330268201,305.7886541478843,7249000,JPM
2025-12-03,309.1462707519531,309.37405277594195,303.86720471987456,304.26340519365976,8535300,JPM
2025-12-04,313.07830810546875,315.44544563675794,310.0079359217761,310.2654601734084,9627800,JPM
2025-12-05,312.0284729003906,315.4355916137351,311.6718985008828,312.62274341566774,6518900,JPM
2025-12-08,312.1968078613281,313.44477282870224,310.3546026483966,312.0482477999388,7417200,JPM
2025-12-09,297.6373596191406,315.7524991840304,297.1520230977925,311.939326475107,18049200,JPM
2025-12-10,307.1455383300781,308.2152311685389,295.60691069504315,297.6274181031412,18874100,JPM
2025-12-11,314.3460693359375,314.96013772429524,306.2838676543348,306.2838676543348,9721900,JPM
2025-12-12,315.47515869140625,317.20842990436694,313.5735294870918,316.6240735225281,8982900,JPM
2025-12-15,316.9608459472656,319.7935222813264,315.3464528736662,316.534963668203,10864100,JPM
2025-12-16,312.5335388183594,316.46558945571707,311.3945381021762,316.0397072252412,8331300,JPM
2025-12-17,311.9690246582031,316.3170436429019,311.6520763778745,315.3860269605939,8718700,JPM
2025-12-18,310.0079345703125,314.66301788263524,309.2353920446346,312.979256626897,11444900,JPM
2025-12-19,314.1776733398437,315.51477427620307,310.1961127673861,310.79038320864026,24494400,JPM
2025-12-22,320.00146484375,320.14014104266494,314.47481933577194,314.47481933577194,8354600,JPM
2025-12-23,322.8143310546875,324.6466524002949,320.00148308544306,320.51650136966475,6668300,JPM
2025-12-24,326.0233764648437,326.8355148620812,322.3884458193645,323.1213622604756,4289300,JPM
2025-12-26,324.7754211425781,327.6972031402456,323.4185221880518,325.9639318748006,4158300,JPM
2025-12-29,320.6551818847656,324.6367426827693,320.43728371815735,323.8741142125664,8635300,JPM
2025-12-30,320.3283386230469,321.83379757815135,319.40720581728044,321.7050354533748,7904300,JPM
2025-12-31,319.1398010253906,321.77437689354394,318.9615289550125,321.2395304565584,5048500,JPM
2026-01-02,322.36865234375,322.61626252061376,317.6739428368343,319.4171281542276,8054000,JPM
2026-01-05,330.8468322753906,334.026138578159,322.08142570711647,322.3884599175412,10752600,JPM
2026-01-06,332.90625,334.1598441675407,328.9664216534041,330.92639220894705,7660800,JPM
2026-01-07,325.3250732421875,330.45880399676645,322.947258062395,329.4539672046419,9815200,JPM
2026-01-08,328.11083984375,329.7126277455971,323.99190461809644,324.7281574581884,11737100,JPM
2026-01-09,327.5138854980469,330.21007865256746,326.4990899011105,327.6631156796267,6738100,JPM
2026-01-12,327.5138854980469,324.3600076252465,319.59441851466954,320.2411028663189,12805100,JPM
2026-01-13,309.3169860839844,325.1957141371429,308.9886797025588,322.64875130423195,19371200,JPM
2026-01-14,306.30242919921875,310.17263725890126,304.5613395847709,306.6307659579143,25951500,JPM
2026-01-15,307.68536376953125,311.3466191836246,306.18304245620016,306.8993776774091,14751400,JPM
2026-01-16,310.8789978027344,315.5948534301565,308.42157308655703,308.76979706409315,14652500,JPM
2026-01-20,301.19854736328125,309.56573031914434,300.323023148028,304.65088058894946,12900600,JPM
2026-01-21,300.50213623046875,303.8450138204667,299.61665319654776,301.88504309324475,10270100,JPM
2026-01-22,302.0840148925781,306.6307531542374,301.35772089620315,303.3077326815458,10535800,JPM
2026-01-23,296.2041015625,300.8304191049288,295.000271015744,300.4623078902987,11107900,JPM
2026-01-26,299.5072021484375,300.243424572115,295.9354850066467,296.2936374196168,11752700,JPM
2026-01-27,298.7809143066406,300.4324657566407,296.6319086980451,299.7957098597862,11527400,JPM
2026-01-28,299.2385559082031,300.3827247331972,296.53240414079806,298.74110176244625,9556700,JPM
2026-01-29,304.8598327636719,305.2677184721844,300.6812055104527,300.86028172816947,11580000,JPM
2026-01-30,304.33251953125,306.3621106362864,301.0194578342246,303.6957636347891,11953200,JPM
2026-02-02,306.5710754394531,307.72514241386267,299.83552643648,302.9097896135357,9839400,JPM
2026-02-03,313.24688720703125,314.6397527673971,307.5261644294422,308.15296152215484,12688000,JPM
2026-02-04,315.654541015625,317.68416242077944,312.809117891095,312.809117891095,9848800,JPM
2026-02-05,308.5807800292969,314.4009999973286,303.9843082722668,313.3961328396234,9388000,JPM
2026-02-06,320.7584533691406,322.59903993155126,313.10760555212,313.10760555212,17797400,JPM
2026-02-09,320.4599914550781,324.73808529326595,318.4801031561584,319.70385137937853,11477500,JPM
2026-02-10,316.659423828125,324.4694603347238,313.51550984428656,320.9076714905845,9902200,JPM
2026-02-11,309.2374267578125,323.6237932822943,307.15807190859783,321.5941717066872,8703500,JPM
2026-02-12,309.2374267578125,312.0231336727285,298.492374829366,310.68996020493864,13443400,JPM
2026-02-13,301.0094909667969,302.740652037527,295.0101951931391,297.0000117729552,9114500,JPM
2026-02-17,305.5661926269531,306.6705262718474,300.95976231603305,301.21844819128046,8896800,JPM
2026-02-18,307.2077941894531,310.6899733588093,305.6557396172298,306.8894162356143,8398700,JPM
2026-02-19,306.48150634765625,307.6057576457843,303.5664321569553,305.6060125002564,6737700,JPM
2026-02-20,309.20758056640625,309.4165028225248,304.12358301143166,306.829734990155,7792700,JPM
2026-02-23,296.1543884277344,309.4165036660153,293.5974666249826,307.22769310292153,12955400,JPM
2026-02-24,295.7862243652344,298.22376183621185,289.89638425356503,295.3086878147805,13554100,JPM
2026-02-25,301.75567626953125,302.113859047087,295.4977249020647,297.1194302945208,8095500,JPM
2026-02-26,304.5712890625,307.4366298839601,302.0939770599508,303.02916294815697,7007800,JPM
2026-02-27,298.7709655761719,301.4074969953331,292.9507760142178,298.4725052158334,18620800,JPM
2026-03-02,296.044921875,298.45261340621465,291.7170645432447,293.3089239524434,8508900,JPM
2026-03-03,298.7311706542969,300.8503301542204,288.0259478174434,290.80175042735664,10278200,JPM
2026-03-04,297.8656311035156,299.4674190034017,294.31380094003714,298.4625518350298,8055700,JPM
2026-03-05,292.0553283691406,299.7061758621692,290.9410358965662,296.46279534996694,12732500,JPM
2026-03-06,288.0060729980469,288.51345559776433,282.2654325280704,284.88204628210366,13496500,JPM
2026-03-09,288.44384765625,289.61783224456605,279.02206418875625,284.04633930656934,12241100,JPM
2026-03-10,287.2598876953125,291.25940817695187,285.7177615952499,287.81703392074905,8344900,JPM
2026-03-11,286.0560302734375,289.00098077209634,283.40957048917664,287.339470512306,10205000,JPM
2026-03-12,281.4496459960937,282.4345955757058,277.6789347371047,281.38992356011664,13760500,JPM
2026-03-13,281.996826171875,285.72773249785536,281.50933079451545,283.2205743771862,9091200,JPM
2026-03-16,284.7029724121094,287.7971227560318,283.16084627757465,284.88204862524725,8149000,JPM
2026-03-17,285.42926025390625,290.2744588762506,284.4940440114858,287.5285022187445,8961200,JPM
2026-03-18,286.27490234375,287.93641255144826,283.6682474755719,285.36953215418885,10057000,JPM
2026-03-19,286.5037536621094,288.0359209952396,283.1708046765218,285.4193072233837,9846700,JPM
2026-03-20,285.1009216308594,289.2297850267638,283.81748141518966,286.61317132501995,22436500,JPM
2026-03-23,288.4338684082031,294.24412922690453,286.5037438804951,292.8114588483544,11470800,JPM
2026-03-24,290.91119384765625,293.9755285514211,283.9169894005904,284.71293429347423,11092300,JPM
2026-03-25,293.91583251953125,296.1245302289603,290.950994762599,292.6522795072885,12188200,JPM
2026-03-26,290.1749572753906,293.48798854194115,289.24969984697105,291.0902559049482,8669200,JPM
2026-03-27,281.3998718261719,288.63284454259417,280.31542537678433,287.66781259849654,9873300,JPM
2026-03-30,282.3251342773437,285.787426299191,280.89246381052374,283.2901966006573,11734400,JPM
2026-03-31,292.6622314453125,293.56760164880984,283.4991344325332,287.0012007453536,12956900,JPM
2026-04-01,293.87603759765625,297.19902789200404,291.41861272257177,293.8859963972044,11267200,JPM
2026-04-02,293.1000061035156,294.1148016905453,287.2499401451481,290.4237002119346,6669300,JPM
2026-04-06,295.45001220703125,296.8299865722656,293.20001220703125,294.0599975585937,7142600,JPM
2026-04-07,297.3999938964844,298.17999267578125,292.70001220703125,293.1400146484375,7849100,JPM
2026-04-08,297.3999938964844,311.260009765625,305.3299865722656,307.9700012207031,10590200,JPM
2026-04-09,310.3299865722656,311.260009765625,306.1099853515625,306.95001220703125,6586600,JPM
2026-04-10,309.8699951171875,310.3500061035156,306.7200012207031,310.0,6069700,JPM
2026-04-13,313.67999267578125,313.739990234375,305.4599914550781,307.4700012207031,8318200,JPM
2026-04-14,313.67999267578125,314.32000732421875,308.8699951171875,309.82000732421875,11455500,JPM
2026-04-15,305.92999267578125,314.239990234375,304.260009765625,313.95001220703125,9885800,JPM
2026-04-16,309.95001220703125,309.95001220703125,305.20001220703125,305.3500061035156,8208600,JPM
2026-04-17,310.2900085449219,314.8999938964844,310.0899963378906,312.4700012207031,11082400,JPM
2026-04-20,316.989990234375,317.1300048828125,310.3699951171875,310.8500061035156,10772000,JPM
2026-04-21,313.0,320.239990234375,312.75,317.489990234375,7084300,JPM
2026-04-22,313.0199890136719,315.1499938964844,311.94000244140625,314.8500061035156,5545900,JPM
2026-04-23,311.69000244140625,314.989990234375,308.8900146484375,313.5199890136719,6969700,JPM
2026-04-24,308.2799987792969,311.1499938964844,307.8900146484375,311.1499938964844,5215300,JPM
2026-04-27,311.6300048828125,312.5799865722656,306.8800048828125,306.8800048828125,7925300,JPM
2026-04-28,311.45001220703125,315.45001220703125,311.1700134277344,315.20001220703125,7398600,JPM
2026-04-29,309.25,312.04998779296875,307.2900085449219,310.57000732421875,8031800,JPM
2026-04-30,313.2300109863281,314.1000061035156,306.57000732421875,307.07000732421875,8865400,JPM
2026-05-01,312.4700012207031,316.0799865722656,311.8299865722656,313.95001220703125,6135400,JPM
2026-05-04,307.6499938964844,310.6499938964844,306.510009765625,310.6199951171875,7338200,JPM
2026-05-05,309.3999938964844,310.9700012207031,306.79998779296875,307.7099914550781,6316800,JPM
2026-05-06,314.8999938964844,316.260009765625,311.3500061035156,311.45001220703125,8629500,JPM
2026-05-07,306.2699890136719,316.29998779296875,306.1400146484375,314.6499938964844,8359600,JPM
2026-05-08,302.1000061035156,308.989990234375,300.5,308.25,9464300,JPM
